school,professor,department,avg_rating,avg_difficulty,would_take_again_percent
Massachusetts Institute of Technology,Roger Kamm,Engineering,1.8,3.0,0.0
Massachusetts Institute of Technology,Ruben Juanes,Engineering,0.0,0.0,-1.0
Massachusetts Institute of Technology,Simona Socrate,Engineering,4.1000000000000005,2.7,100.0
Massachusetts Institute of Technology,Steven Hall,Engineering,1.0,4.0,0.0
Massachusetts Institute of Technology,Steven Leeb,Engineering,5.0,3.8,100.0
Massachusetts Institute of Technology,Thomas Eagar,Engineering,0.0,0.0,-1.0
Massachusetts Institute of Technology,Woodie Flowers,Engineering,3.7,3.7,-1.0
Massachusetts Institute of Technology,Yoel Fink,Engineering,0.0,0.0,-1.0
Massachusetts Institute of Technology,Yonina Eldar,Engineering,1.1,4.9,3.3000000000000003
Massachusetts Institute of Technology,Yuriy Roman,Engineering,0.0,0.0,-1.0
Massachusetts Institute of Technology,Zoltan Spakovsky,Engineering,4.2,4.7,-1.0
Ohio State University - Marion,Brooke Morin,Engineering,3.9,3.3000000000000003,100.0
Ohio State University - Marion,Charles Partridge,Education,1.5,2.0,-1.0
Ohio State University - Marion,David Brauer,Education,5.0,5.0,-1.0
Ohio State University - Marion,David Haberman,Education,5.0,1.0,-1.0
Ohio State University - Marion,Douglas Owens,Education,1.0,2.0,-1.0
Ohio State University - Marion,Furrukh Khan,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Gary Maul,Engineering,4.0,2.0,-1.0
Ohio State University - Marion,Gary Shadley,Computer Science,0.0,0.0,-1.0
Ohio State University - Marion,George Wenzel,Computer Science,3.1,2.6,-1.0
Ohio State University - Marion,Golrokh Mirzaei,Computer Science,3.2,3.8,70.0
Ohio State University - Marion,Guoqiang LI,Engineering,2.0,4.0,-1.0
Ohio State University - Marion,Hesham Elgamal,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Jack McNamara,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Jeremy Morris,Computer Science,4.800000000000001,1.7000000000000002,-1.0
Ohio State University - Marion,Jin Wang,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Julia Hagge,Education,2.0,4.0,0.0
Ohio State University - Marion,Keith Gooch,Engineering,4.3,3.0,100.0
Ohio State University - Marion,Keith Redmill,Engineering,2.0,3.7,100.0
Ohio State University - Marion,Kostas Andreadis,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Laura Whitaker,Education,5.0,1.0,-1.0
Ohio State University - Marion,Linda Parsons,Education,4.7,3.7,66.7
Ohio State University - Marion,Linda Weavers,Engineering,1.0,5.0,0.0
Ohio State University - Marion,Marcus Herzberg,Education,4.800000000000001,2.6,100.0
Ohio State University - Marion,Mary Guyton,Education,5.0,2.0,100.0
Ohio State University - Marion,Mary Jo Fresch,Education,0.0,0.0,-1.0
Ohio State University - Marion,Mary Sangregory,Education,1.5,1.0,-1.0
Ohio State University - Marion,Matt Garver,Education,5.0,4.0,-1.0
Ohio State University - Marion,Michael Compton,Computer Science,0.0,0.0,-1.0
Ohio State University - Marion,Michelle Mallon,Computer Science,4.5,4.0,100.0
Ohio State University - Marion,Molly Mollica,Engineering,5.0,1.0,-1.0
Ohio State University - Marion,Mostafa Elsaadany,Engineering,4.5,3.6,90.9
Ohio State University - Marion,Ness Shroff,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Nima Mansouri,Computer Science,2.9000000000000004,3.0,50.0
Ohio State University - Marion,Patricia Muir,Education,4.800000000000001,1.6,100.0
Ohio State University - Marion,Peter Volker,Education,5.0,2.5,-1.0
Ohio State University - Marion,Qudsia Tahmina,Engineering,4.0,2.9000000000000004,88.9
Ohio State University - Marion,Ranjith Kailasanathan,Engineering,5.0,3.0,100.0
Ohio State University - Marion,Robert Gustafson,Engineering,4.800000000000001,2.3000000000000003,-1.0
Ohio State University - Marion,Robert Hilbert,Architecture,4.5,2.0,-1.0
Ohio State University - Marion,Robin Brucker,Education,5.0,1.5,-1.0
Ohio State University - Marion,rqwe qw,Architecture,0.0,0.0,-1.0
Ohio State University - Marion,Scott Black,Engineering,3.0,4.0,-1.0
Ohio State University - Marion,Sharon Gattshall,Education,1.0,1.5,0.0
Ohio State University - Marion,Shri Dubey,Engineering,3.7,3.4000000000000004,76.9
Ohio State University - Marion,Skarzynski Bartosz,Engineering,0.0,0.0,-1.0
Ohio State University - Marion,Stacia Smith,Education,1.5,2.0,0.0
Ohio State University - Marion,Tarun Bansal,Computer Science,4.0,1.5,-1.0
Ohio State University - Marion,Terry Sullivan,Architecture,0.0,0.0,-1.0
Ohio State University - Marion,Tracey Stuckey-Mickell,Education,5.0,1.0,-1.0
Ohio State University - Marion,Umit Catalyurek,Engineering,1.0,4.0,0.0
Ohio State University - Marion,Virginia Nivar,Computer Science,2.8000000000000003,2.5,-1.0
Ohio State University - Marion,Wei Zhang,Engineering,5.0,2.0,-1.0
University of California Los Angeles (UCLA),Abidi Abidi,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Alireza Mehrnia,Engineering,4.7,5.0,-1.0
University of California Los Angeles (UCLA),Allen Klinger,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Amit Sahai,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Amiya K. Chatterjee,Engineering,3.0,2.3000000000000003,-1.0
University of California Los Angeles (UCLA),"Ani Nahapetian, A",Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Ankur Mehta,Engineering,2.0,4.5,25.0
University of California Los Angeles (UCLA),Anthony Zamora,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Aparajith Hari,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Asish Law,Computer Science,5.0,4.0,100.0
University of California Los Angeles (UCLA),Babak Daneshrad,Engineering,4.1000000000000005,3.3000000000000003,100.0
University of California Los Angeles (UCLA),Bahram Jalali,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Behzad Razavi,Engineering,5.0,2.6,100.0
University of California Los Angeles (UCLA),Ben Mansouri,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Benjamin Wu,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Bolei Zhou,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Bryan Wong,Engineering,5.0,2.0,100.0
University of California Los Angeles (UCLA),Carlo Zaniolo,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Christopher Lynch,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Clarice Aiello,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Daniel Kamei,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Danijela Cabric,Engineering,3.5,2.0,-1.0
University of California Los Angeles (UCLA),David Schwartz,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),David Smallberg,Computer Science,3.5,3.8,20.0
University of California Los Angeles (UCLA),Diana Kern,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Dino Di Carlo,Engineering,1.0,1.0,0.0
University of California Los Angeles (UCLA),Eleazar Eskin,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Eric Agar,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Farhad Rostamian,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Fred Xu,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Gaurav Sant,Engineering,1.0,1.0,0.0
University of California Los Angeles (UCLA),Gerassimos Orkoulas,Engineering,4.5,3.0,-1.0
University of California Los Angeles (UCLA),Henry Burton,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Himadri Samajder,Engineering,3.0,3.0,100.0
University of California Los Angeles (UCLA),J S Chen,Engineering,2.8000000000000003,4.0,-1.0
University of California Los Angeles (UCLA),J W JU,Engineering,2.8000000000000003,3.8,33.300000000000004
University of California Los Angeles (UCLA),J.A. Rohr,Computer Science,1.7000000000000002,4.7,100.0
University of California Los Angeles (UCLA),Jason Cong,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Jialu Pu,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),John Wallace,Engineering,5.0,3.0,100.0
University of California Los Angeles (UCLA),Jordan Mendler,Computer Science,5.0,2.4000000000000004,100.0
University of California Los Angeles (UCLA),Joseph Peterson,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Jukka Virtanen,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Junghoo Cho,Computer Science,4.0,4.0,100.0
University of California Los Angeles (UCLA),Kang Wang,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Kung Yao,Engineering,4.7,4.0,100.0
University of California Los Angeles (UCLA),Lara Dolecek,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Leslie Lackman,Engineering,2.1,3.0,100.0
University of California Los Angeles (UCLA),Lixia Zhang,Computer Science,1.0,5.0,0.0
University of California Los Angeles (UCLA),Mahmood Heyrat,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Mani Srivastava,Engineering,2.3000000000000003,4.0,-1.0
University of California Los Angeles (UCLA),Mario Gerla,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Matthew Mosley,Computer Science,3.5,3.0,-1.0
University of California Los Angeles (UCLA),MICHAEL ANDREWS,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),MUKI HAKLAY,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Navid Amini,Computer Science,4.1000000000000005,3.4000000000000004,75.0
University of California Los Angeles (UCLA),Neil Siegel,Engineering,3.8,2.5,-1.0
University of California Los Angeles (UCLA),Owen Smith,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Panagiotis Christofides,Engineering,5.0,1.5,100.0
University of California Los Angeles (UCLA),Paul Eggert,Computer Science,2.7,4.6000000000000005,20.0
University of California Los Angeles (UCLA),Pirouz Kavehpour,Engineering,2.3000000000000003,2.7,-1.0
University of California Los Angeles (UCLA),Polly Low,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Prechaporn Suwatnodom,Engineering,4.9,4.0,-1.0
University of California Los Angeles (UCLA),Qi Zhao,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Raghu Meka,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Richard Korf,Computer Science,3.3000000000000003,4.3,40.0
University of California Los Angeles (UCLA),Richard Wirz,Engineering,4.0,4.0,100.0
University of California Los Angeles (UCLA),Sam Kumar,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Samanvaya Srivastava,Engineering,1.0,4.0,0.0
University of California Los Angeles (UCLA),Sander Zuckerman,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Selim Senkan,Engineering,2.2,3.1,-1.0
University of California Los Angeles (UCLA),Sergio Carbajo,Engineering,5.0,3.5,100.0
University of California Los Angeles (UCLA),Shervin Moloudi,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Song Chun Zhu,Computer Science,3.5,5.0,-1.0
University of California Los Angeles (UCLA),Sriram Narasimhan,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Stefano Soatto,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Steve Gibson,Engineering,4.0,1.0,-1.0
University of California Los Angeles (UCLA),Suhas Diggavi,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Taylor Dupuy,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),T.C Wittman,Computer Science,3.8,3.4000000000000004,-1.0
University of California Los Angeles (UCLA),Tim Deming,Engineering,2.5,4.800000000000001,-1.0
University of California Los Angeles (UCLA),Tobias Duerschmid,Computer Science,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Tzung Hsiai,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Vasilios Manousiouthakis,Engineering,2.5,5.0,-1.0
University of California Los Angeles (UCLA),Vwani Roychowdhury,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Wei Wang,Engineering,1.5,4.0,0.0
University of California Los Angeles (UCLA),Wilhelm Kaulitz,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Ya-hong Xie,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Yahya Rahmat Samii,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Yee Pien Yang,Engineering,0.0,0.0,-1.0
University of California Los Angeles (UCLA),Yousef Bozorgnia,Engineering,3.0,3.5,50.0
University of California Los Angeles (UCLA),Zimeng Ming,Computer Science,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Aida El-Khadra,Physics,3.4000000000000004,2.8000000000000003,100.0
University Of Illinois at Urbana - Champaign,Alejandro Domínguez-García,Engineering,4.800000000000001,3.0,100.0
University Of Illinois at Urbana - Champaign,Aleksei Aksimentiev,Physics,2.0,5.0,-1.0
University Of Illinois at Urbana - Champaign,Alex Kao,Physics,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Alexandra Chronopoulou,Engineering,3.4000000000000004,3.3000000000000003,56.5
University Of Illinois at Urbana - Champaign,Alexandre Tartakovsky,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Alexey Bezryadin,Physics,4.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Alfred Hubler,Physics,4.3,1.2000000000000002,-1.0
University Of Illinois at Urbana - Champaign,Ali Abbas,Engineering,4.6000000000000005,2.4000000000000004,-1.0
University Of Illinois at Urbana - Champaign,Ali Ansari,Engineering,5.0,1.9,100.0
University Of Illinois at Urbana - Champaign,Amanda Dooley,Science,4.3,1.4,-1.0
University Of Illinois at Urbana - Champaign,Amos Jenny,Bioengineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Amy Wagoner-Johnson,Engineering,2.6,3.2,100.0
University Of Illinois at Urbana - Champaign,Andres Goza,Engineering,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Andrew Miller,Electrical & Computer Engineering,2.5,4.0,50.0
University Of Illinois at Urbana - Champaign,Andrew Singer,Engineering,3.5,4.3,-1.0
University Of Illinois at Urbana - Champaign,Andrew Smith,Bioengineering,3.9,2.7,100.0
University Of Illinois at Urbana - Champaign,Angela Fulvio,Engineering,1.0,4.0,0.0
University Of Illinois at Urbana - Champaign,Angela Green,Bioengineering,2.8000000000000003,2.5,0.0
University Of Illinois at Urbana - Champaign,Angela Green-Miller,Bioengineering,1.0,4.0,0.0
University Of Illinois at Urbana - Champaign,Angela Kou,Physics,2.7,3.2,46.2
University Of Illinois at Urbana - Champaign,Angela Maria Barragan Diaz,Physics,1.0,4.0,0.0
University Of Illinois at Urbana - Champaign,Ankur Kulkarni,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Anne Sickles,Physics,2.2,3.7,25.0
University Of Illinois at Urbana - Champaign,Ann-Perry Witmer,Bioengineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Anthony Jacobi,Engineering,4.6000000000000005,3.4000000000000004,100.0
University Of Illinois at Urbana - Champaign,Antonio Tsokaros,Physics,5.0,2.5,100.0
University Of Illinois at Urbana - Champaign,Antonios Tsokaros,Physics,2.9000000000000004,2.8000000000000003,35.300000000000004
University Of Illinois at Urbana - Champaign,Antony Oluoch,Science,5.0,3.5,-1.0
University Of Illinois at Urbana - Champaign,Anu Aggarwal,Electrical & Computer Engineering,4.0,2.2,76.9
University Of Illinois at Urbana - Champaign,April Novak,"Nuclear, Plasma, & Radiological Engineering",5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Arash Ghayoori,Engineering,2.0,3.0,50.0
University Of Illinois at Urbana - Champaign,Arijit Banerjee,Electrical & Computer Engineering,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Arjun Navaneetha,Engineering,3.5,3.0,-1.0
University Of Illinois at Urbana - Champaign,Armando Duarte,Engineering,4.0,5.0,0.0
University Of Illinois at Urbana - Champaign,Arne Pearlstein,Engineering,2.6,4.4,27.3
University Of Illinois at Urbana - Champaign,Benjamin Hooberman,Physics,3.4000000000000004,3.3000000000000003,58.3
University Of Illinois at Urbana - Champaign,Beth Morgan,Science,3.1,2.8000000000000003,-1.0
University Of Illinois at Urbana - Champaign,Bill Evans,Physics,3.1,3.3000000000000003,50.0
University Of Illinois at Urbana - Champaign,Bill Simmons,Science,4.5,1.9,-1.0
University Of Illinois at Urbana - Champaign,Blake Johnson,Engineering,3.1,3.3000000000000003,35.7
University Of Illinois at Urbana - Champaign,Brad Halfpap,Physics,2.0,4.0,-1.0
University Of Illinois at Urbana - Champaign,Brad Sutton,Bioengineering,3.8,4.6000000000000005,60.0
University Of Illinois at Urbana - Champaign,Brenda Wilson,Science,2.7,3.9,9.5
University Of Illinois at Urbana - Champaign,Brendan Harley,Engineering,4.9,3.0,100.0
University Of Illinois at Urbana - Champaign,Brent Heuser,Engineering,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Brian Cunningham,Engineering,4.9,2.0,100.0
University Of Illinois at Urbana - Champaign,Brian Demarco,Physics,3.7,3.1,-1.0
University Of Illinois at Urbana - Champaign,Brian Enders,Physics,3.0,3.5,0.0
University Of Illinois at Urbana - Champaign,Brian Lilly,Engineering,4.3,1.9,66.7
University Of Illinois at Urbana - Champaign,Brian Woodard,Engineering,4.4,2.2,91.7
University Of Illinois at Urbana - Champaign,Bruce Conway,Engineering,4.1000000000000005,2.6,50.0
University Of Illinois at Urbana - Champaign,Bruce Fouke,Science,4.6000000000000005,2.1,-1.0
University Of Illinois at Urbana - Champaign,Bruce Hajek,Engineering,4.1000000000000005,3.2,-1.0
University Of Illinois at Urbana - Champaign,Bruce Litchfield,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Bryce Gadway,Physics,3.7,3.5,66.7
University Of Illinois at Urbana - Champaign,Callan Luetkemeyer,Engineering,2.3000000000000003,2.3000000000000003,33.300000000000004
University Of Illinois at Urbana - Champaign,Caroline Cvetkovic,Bioengineering,4.0,3.0,50.0
University Of Illinois at Urbana - Champaign,Carolyn Beck,Engineering,4.1000000000000005,3.4000000000000004,75.0
University Of Illinois at Urbana - Champaign,Cedric Langbort,Engineering,3.0,4.5,33.300000000000004
University Of Illinois at Urbana - Champaign,Chang-Hua Chen,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Charles Gammie,Physics,2.3000000000000003,4.1000000000000005,66.7
University Of Illinois at Urbana - Champaign,Charles Sing,Engineering,5.0,4.0,100.0
University Of Illinois at Urbana - Champaign,Charles Tucker,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Charul Chadha,Engineering,3.3000000000000003,3.3000000000000003,33.300000000000004
University Of Illinois at Urbana - Champaign,Chat GPT,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Christian Chilan,Engineering,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Christian Farina,Physics,5.0,2.3000000000000003,100.0
University Of Illinois at Urbana - Champaign,Christine Yerkes,Science,3.1,3.7,-1.0
University Of Illinois at Urbana - Champaign,Clair Sullivan,Engineering,5.0,3.0,-1.0
University Of Illinois at Urbana - Champaign,Cody Allen,Engineering,5.0,2.0,100.0
University Of Illinois at Urbana - Champaign,Constantine Polychronopoulous,Engineering,2.0,3.0,-1.0
University Of Illinois at Urbana - Champaign,Corey Snyder,Electrical & Computer Engineering,5.0,2.8000000000000003,100.0
University Of Illinois at Urbana - Champaign,Craig Bradshaw,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Craig Dutton,Engineering,5.0,2.6,100.0
University Of Illinois at Urbana - Champaign,Craig Shultz,Electrical & Computer Engineering,5.0,3.3000000000000003,100.0
University Of Illinois at Urbana - Champaign,Dan Block,Engineering,2.8000000000000003,3.6,41.7
University Of Illinois at Urbana - Champaign,Dan Tortorelli,Engineering,2.8000000000000003,3.7,0.0
University Of Illinois at Urbana - Champaign,Daniel Alexander Kuchma,Engineering,1.0,5.0,-1.0
University Of Illinois at Urbana - Champaign,Daniel Andruczyk,"Nuclear, Plasma, & Radiological Engineering",0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Daniel Bodony,Engineering,4.7,4.1000000000000005,100.0
University Of Illinois at Urbana - Champaign,Daniel Liberzon,Engineering,5.0,2.6,100.0
University Of Illinois at Urbana - Champaign,Daniel Llano,Science,5.0,3.5,100.0
University Of Illinois at Urbana - Champaign,Daniel Pack,Engineering,4.0,4.0,-1.0
University Of Illinois at Urbana - Champaign,Daniel Quek,Engineering,5.0,2.0,-1.0
University Of Illinois at Urbana - Champaign,Darioush Esfahani,Engineering,2.0,3.8,25.0
University Of Illinois at Urbana - Champaign,David Ceperley,Physics,1.0,5.0,0.0
University Of Illinois at Urbana - Champaign,David Flaherty,Engineering,3.9,4.800000000000001,-1.0
University Of Illinois at Urbana - Champaign,David Ruzic,Engineering,4.3,2.6,-1.0
University Of Illinois at Urbana - Champaign,David Varodayan,Electrical & Computer Engineering,4.4,2.8000000000000003,80.0
University Of Illinois at Urbana - Champaign,David Zhang,Engineering,4.4,2.8000000000000003,-1.0
University Of Illinois at Urbana - Champaign,Deborah Levin,Engineering,1.3,3.5,0.0
University Of Illinois at Urbana - Champaign,Deborah Levin Fliflet,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Deborah Thurston,Engineering,2.5,2.0,-1.0
University Of Illinois at Urbana - Champaign,Deming Chen,Electrical & Computer Engineering,3.0,3.6,42.900000000000006
University Of Illinois at Urbana - Champaign,Dervis Vural,Physics,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Dilip Sarwate,Engineering,4.4,3.0,-1.0
University Of Illinois at Urbana - Champaign,Dimitrios Kyritsis,Engineering,4.800000000000001,3.0,-1.0
University Of Illinois at Urbana - Champaign,Dipanjan Pan,Bioengineering,2.5,1.5,0.0
University Of Illinois at Urbana - Champaign,Diwakar Shukla,Engineering,4.800000000000001,4.0,100.0
University Of Illinois at Urbana - Champaign,Domenica Garzon,Physics,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Dominic Saebeler,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Dong Kai Wang,Electrical & Computer Engineering,3.0,3.4000000000000004,50.0
University Of Illinois at Urbana - Champaign,Donna Brown,Engineering,3.3000000000000003,4.1000000000000005,-1.0
University Of Illinois at Urbana - Champaign,Donna Charlevoix,Science,3.5,2.6,-1.0
University Of Illinois at Urbana - Champaign,Douglas Beck,Physics,3.2,3.3000000000000003,37.5
University Of Illinois at Urbana - Champaign,Douglas Jones,Engineering,4.1000000000000005,2.3000000000000003,-1.0
University Of Illinois at Urbana - Champaign,Douglas King,Engineering,3.6,2.7,37.5
University Of Illinois at Urbana - Champaign,Duane Johnson,Engineering,2.5,4.800000000000001,-1.0
University Of Illinois at Urbana - Champaign,Duniz Tursun,Engineering,3.8,3.3000000000000003,100.0
University Of Illinois at Urbana - Champaign,Dusan Stipanovic,Engineering,4.7,2.0,100.0
University Of Illinois at Urbana - Champaign,Eduardo Fradkin,Physics,3.0,4.0,50.0
University Of Illinois at Urbana - Champaign,Elaine Schulte,Physics,1.4,3.8,4.800000000000001
University Of Illinois at Urbana - Champaign,Elena Koptieva,Physics,2.1,4.1000000000000005,33.300000000000004
University Of Illinois at Urbana - Champaign,Eleni Antoniadou,Bioengineering,4.2,3.0,0.0
University Of Illinois at Urbana - Champaign,Elizabeth Goldschmidt,Physics,4.5,3.0,100.0
University Of Illinois at Urbana - Champaign,Elizabeth Hsiao-Wecksler,Engineering,3.4000000000000004,3.0,50.0
University Of Illinois at Urbana - Champaign,Elizabeth Lemay,Engineering,4.7,2.4000000000000004,-1.0
University Of Illinois at Urbana - Champaign,Elle Wroblewski,Engineering,2.8000000000000003,2.6,60.0
University Of Illinois at Urbana - Champaign,Emilio Gordon,Engineering,5.0,3.0,100.0
University Of Illinois at Urbana - Champaign,Erhan Kudeki,Engineering,4.2,3.3000000000000003,83.30000000000001
University Of Illinois at Urbana - Champaign,Eric Kuo,Physics,4.4,2.4000000000000004,95.2
University Of Illinois at Urbana - Champaign,Eric Pop,Engineering,4.4,3.3000000000000003,-1.0
University Of Illinois at Urbana - Champaign,Eric Salm,Bioengineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Eric Snodgrass,Science,4.800000000000001,1.5,100.0
University Of Illinois at Urbana - Champaign,Esmail Meisami,Science,4.6000000000000005,2.3000000000000003,-1.0
University Of Illinois at Urbana - Champaign,Eugene Colla,Physics,5.0,1.0,100.0
University Of Illinois at Urbana - Champaign,Fahad Mahmood,Physics,4.9,3.0,100.0
University Of Illinois at Urbana - Champaign,Fan Lam,Bioengineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Francesco Panerai,Engineering,4.0,5.0,100.0
University Of Illinois at Urbana - Champaign,Frederick Lamb,Physics,2.7,2.0,-1.0
University Of Illinois at Urbana - Champaign,Gagandeep Singh,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Gary Eden,Engineering,4.800000000000001,2.4000000000000004,100.0
University Of Illinois at Urbana - Champaign,Gary Gladding,Physics,3.4000000000000004,3.5,-1.0
University Of Illinois at Urbana - Champaign,Gautham Krishnan,Engineering,3.0,3.0,0.0
University Of Illinois at Urbana - Champaign,Geir Dullerud,Engineering,3.3000000000000003,3.4000000000000004,75.0
University Of Illinois at Urbana - Champaign,George Gollin,Physics,3.7,3.1,81.30000000000001
University Of Illinois at Urbana - Champaign,George Gross,Engineering,1.9,3.4000000000000004,0.0
University Of Illinois at Urbana - Champaign,Gholamreza Mesri,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Girish Krishnan,Engineering,3.8,3.0,80.0
University Of Illinois at Urbana - Champaign,Glaucio Paulino,Engineering,1.1,4.4,-1.0
University Of Illinois at Urbana - Champaign,Goldberg David,Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Gordon Baym,Physics,4.5,3.5,-1.0
University Of Illinois at Urbana - Champaign,Grace Gao,Engineering,4.3,2.5,-1.0
University Of Illinois at Urbana - Champaign,Greg McFarquhar,Science,4.3,2.8000000000000003,100.0
University Of Illinois at Urbana - Champaign,Gregory MacDougall,Physics,2.5,4.2,50.0
University Of Illinois at Urbana - Champaign,Gregory Underhill,Bioengineering,3.0,2.3000000000000003,0.0
University Of Illinois at Urbana - Champaign,Gretchen Forman,Engineering,5.0,1.0,100.0
University Of Illinois at Urbana - Champaign,Guarav Singh,Engineering,4.5,3.0,100.0
University Of Illinois at Urbana - Champaign,Gulser Koksal,Engineering,3.5,3.0,-1.0
University Of Illinois at Urbana - Champaign,Gustavo Gioia,Engineering,4.0,2.7,-1.0
University Of Illinois at Urbana - Champaign,Hailey Wilder,Bioengineering,5.0,4.0,-1.0
University Of Illinois at Urbana - Champaign,Haitham Hassanieh,Electrical & Computer Engineering,0.0,0.0,-1.0
University Of Illinois at Urbana - Champaign,Harlee Sorkin,Engineering,5.0,2.0,100.0
University Of Illinois at Urbana - Champaign,Harrison Kim,Engineering,4.1000000000000005,3.3000000000000003,100.0
University Of Illinois at Urbana - Champaign,Harry Wildblood,Engineering,4.0,2.0,50.0
University Of Illinois at Urbana - Champaign,Helvi Witek,Physics,2.6,4.0,40.0
University Of Illinois at Urbana - Champaign,Henrique Reis,Engineering,1.5,4.1000000000000005,0.0
University Of Illinois at Urbana - Champaign,H.J. Kong,Engineering,3.7,2.8000000000000003,100.0
University Of Illinois at Urbana - Champaign,Holly Golecki,Bioengineering,1.7000000000000002,4.0,0.0
